2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,2525DeltaName,2525DeltaMod1Name,2525DeltaMod2Name,DeltaToCharlie,Remarks
S*FPAHA---,SPFPAHA--------,10,120600,63,54,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Attack 2,SPFPAHA--------,pass
S*FPAHU---,SPFPAHU--------,10,120600,63,56,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Utility 2,SPFPAHU--------,pass
S*FPAHH---,SPFPAHH--------,10,120600,63,57,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Combat Search and Rescue,SPFPAHH--------,pass
S*FPAHUL--,SPFPAHUL-------,10,120600,63,19,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Light,SPFPAHUL-------,pass
S*FPAHUM--,SPFPAHUM-------,10,120600,63,24,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Medium,SPFPAHUM-------,pass
S*FPAHUH--,SPFPAHUH-------,10,120600,63,15,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Special Operations Forces (SOF),Capability : Heavy,SPFPAHUH-------,pass
S*GPUCVRU-,SPGPUCVRU------,10,120600,69,00,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Utility 1,Unspecified,SPGPUCVRU------,pass
S*GPUCVRUL,SPGPUCVRUL-----,10,120600,69,19,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Utility 1,Capability : Light,SPGPUCVRUL-----,pass
S*GPUCVRUM,SPGPUCVRUM-----,10,120600,69,24,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Utility 1,Capability : Medium,SPGPUCVRUM-----,pass
S*GPUCVRUH,SPGPUCVRUH-----,10,120600,69,15,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Utility 1,Capability : Heavy,SPGPUCVRUH-----,pass
S*GPUCVRW-,SPGPUCVRW------,10,120600,74,00,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Antisubmarine Warfare,Unspecified,SPGPUCVRW------,pass
S*GPUCVRUE,SPGPUCVRUE-----,10,120600,75,00,Movement and Maneuver : Army Aviation/Aviation Rotary Wing,Capability : Medevac,Unspecified,SPGPUCVRUE-----,pass
S*GPUCRVO-,SPGPUCRVO------,10,120601,00,00,Movement and Maneuver : Army Aviation/Aviation Rotary Wing : Reconnaissance : Unknown,Unspecified,Unspecified,SPGPUCRVO------,pass
S*GPUCVRS-,SPGPUCVRS------,98,100000,00,00,,,,,Retired
S*GPUCVC--,SPGPUCVC-------,10,120700,00,00,Movement and Maneuver : Aviation Composite,Unspecified,Unspecified,SPGPUCVC-------,pass
S*GPUCVF--,SPGPUCVF-------,10,120800,00,00,Movement and Maneuver : Aviation Fixed Wing,Unspecified,Unspecified,SPGPUCVF-------,pass
S*GPUCVFA-,SPGPUCVFA------,10,120800,03,00,Movement and Maneuver : Aviation Fixed Wing,Capability : Attack 1,Unspecified,SPGPUCVFA------,pass
S*GPUCVUF-,SPGPUCVUF------,10,120800,01,00,Movement and Maneuver : Aviation Fixed Wing,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCVUF------,pass
S*FPAF----,SPFPAF---------,10,120800,63,00,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Unspecified,SPFPAF---------,pass
S*FPAFA---,SPFPAFA--------,10,120800,63,54,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Attack 2,SPFPAFA--------,pass
S*FPAFK---,SPFPAFK--------,10,120800,63,55,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Refuel,SPFPAFK--------,pass
S*FPAFU---,SPFPAFU--------,10,120800,63,56,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Utility 2,SPFPAFU--------,pass
S*FPAFUL--,SPFPAFUL-------,10,120800,63,19,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Light,SPFPAFUL-------,pass
S*FPAFUM--,SPFPAFUM-------,10,120800,63,24,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Medium,SPFPAFUM-------,pass
S*FPAFUH--,SPFPAFUH-------,10,120800,63,15,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Capability : Heavy,SPFPAFUH-------,pass
S*FPAV----,SPFPAV---------,10,120800,63,49,Movement and Maneuver : Aviation Fixed Wing,Capability : Special Operations Forces (SOF),Mobility : Vertical or Short Take-Off and Landing (VTOL/VSTOL),SPFPAV---------,pass
S*GPUCVFU-,SPGPUCVFU------,10,120800,69,00,Movement and Maneuver : Aviation Fixed Wing,Capability : Utility 1,Unspecified,SPGPUCVFU------,pass
S*GPUCVV--,SPGPUCVV-------,10,120800,00,49,Movement and Maneuver : Aviation Fixed Wing,Unspecified,Mobility : Vertical or Short Take-Off and Landing (VTOL/VSTOL),SPGPUCVV-------,pass
S*GPUCVFR-,SPGPUCVFR------,10,120801,00,00,Movement and Maneuver : Aviation Fixed Wing : Reconnaissance : Unknown,Unspecified,Unspecified,SPGPUCVFR------,pass
S*GPUC----,SPGPUC---------,10,120900,00,00,Movement and Maneuver : Combat,Unspecified,Unspecified,SPGPUC---------,pass
S*GPUCI---,SPGPUCI--------,10,121100,00,00,Movement and Maneuver : Infantry : Unknown,Unspecified,Unspecified,SPGPUCI--------,pass
S*FPGR----,SPFPGR---------,10,121100,57,01,Movement and Maneuver : Infantry : Unknown,Capability : Signals Intelligence,Mobility : Airborne,SPFPGR---------,pass
S*GPUCIL--,SPGPUCIL-------,10,121100,00,19,Movement and Maneuver : Infantry : Unknown,Unspecified,Capability : Light,SPGPUCIL-------,pass
S*GPUCIO--,SPGPUCIO-------,10,121100,00,27,Movement and Maneuver : Infantry : Unknown,Unspecified,Capability : Mountain,SPGPUCIO-------,pass
S*GPUCIA--,SPGPUCIA-------,10,121100,00,01,Movement and Maneuver : Infantry : Unknown,Unspecified,Mobility : Airborne,SPGPUCIA-------,pass
S*GPUCIS--,SPGPUCIS-------,10,121100,01,00,Movement and Maneuver : Infantry : Unknown,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCIS-------,pass
S*GPUCIC--,SPGPUCIC-------,10,121100,00,02,Movement and Maneuver : Infantry : Unknown,Unspecified,Mobility : Arctic,SPGPUCIC-------,pass
S*GPUCIN--,SPGPUCIN-------,10,121100,46,00,Movement and Maneuver : Infantry : Unknown,Capability : Naval,Unspecified,SPGPUCIN-------,pass
S*GPUCIZ--,SPGPUCIZ-------,10,121102,00,00,Movement and Maneuver : Infantry : Armored/Mechanized/Tracked : Unknown,Unspecified,Unspecified,SPGPUCIZ-------,pass
S*GPUCIM--,SPGPUCIM-------,10,121104,00,00,Movement and Maneuver : Infantry : Motorized : Unknown,Unspecified,Unspecified,SPGPUCIM-------,pass
S*GPUCR---,SPGPUCR--------,10,121300,00,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Unspecified,SPGPUCR--------,pass
S*GPUCRVG-,SPGPUCRVG------,10,121300,00,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Unspecified,SPGPUCR--------,pass (multiple)
S*GPUCRC--,SPGPUCRC-------,10,121300,00,02,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Mobility : Arctic,SPGPUCRC-------,pass
S*GPUCRS--,SPGPUCRS-------,10,121300,01,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCRS-------,pass
S*GPUCRA--,SPGPUCRA-------,10,121300,00,01,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Mobility : Airborne,SPGPUCRA-------,pass
S*GPUCRO--,SPGPUCRO-------,10,121300,00,27,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Capability : Mountain,SPGPUCRO-------,pass
S*GPUCRL--,SPGPUCRL-------,10,121300,00,19,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Capability : Light,SPGPUCRL-------,pass
S*GPUCRX--,SPGPUCRX-------,10,121300,00,22,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Capability : Long Range,SPGPUCRX-------,pass
S*GPUCRH--,SPGPUCRH-------,10,121300,00,31,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Unknown,Unspecified,Capability : Pack Animal,SPGPUCRH-------,pass
S*GPUCRR--,SPGPUCRR-------,10,121302,00,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Marine : Unknown,Unspecified,Unspecified,SPGPUCRR-------,pass
S*GPUCRRD-,SPGPUCRRD------,10,121302,19,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Marine : Unknown,Capability : Division,Unspecified,SPGPUCRRD------,pass
S*GPUCRRF-,SPGPUCRRF------,10,121302,26,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Marine : Unknown,Capability : Force,Unspecified,SPGPUCRRF------,pass
S*GPUCRVM-,SPGPUCRVM------,10,121303,00,00,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Motorized : Unknown,Unspecified,Unspecified,SPGPUCRVM------,pass
S*GPUCRV--,SPGPUCRV-------,98,100000,00,00,,,,,Retired
S*FPNS----,SPFPNS---------,10,121400,00,00,Movement and Maneuver : Sea Air Land (SEAL),Unspecified,Unspecified,SPFPNS---------,pass
S*FPGS----,SPFPGS---------,10,121700,00,00,Movement and Maneuver : Special Forces,Unspecified,Unspecified,SPFPGS---------,pass
S*FP------,SPFP-----------,10,121800,00,00,Movement and Maneuver : SOF,Unspecified,Unspecified,SPFP-----------,pass
S*FPB-----,SPFPB----------,10,121800,00,54,Movement and Maneuver : SOF,Unspecified,Capability : Attack 2,SPFPB----------,pass
S*FPGPA---,SPFPGPA--------,10,121801,00,00,Movement and Maneuver : SOF : Fixed Wing MISO,Unspecified,Unspecified,SPFPGPA--------,pass
S*FPG-----,SPFPG----------,10,121802,00,00,Movement and Maneuver : SOF : Ground : Unknown,Unspecified,Unspecified,SPFPG----------,pass
S*FPNB----,SPFPNB---------,10,121803,00,00,Movement and Maneuver : SOF : Special Boat,Unspecified,Unspecified,SPFPNB---------,pass
S*FPNN----,SPFPNN---------,10,121804,00,00,Movement and Maneuver : SOF : Special SSNR,Unspecified,Unspecified,SPFPNN---------,pass
S*FPNU----,SPFPNU---------,10,121805,00,00,Movement and Maneuver : SOF : Underwater Demolition Team,Unspecified,Unspecified,SPFPNU---------,pass
S*GPUCVU--,SPGPUCVU-------,10,121900,00,00,Movement and Maneuver : Unmanned Aerial Systems,Unspecified,Unspecified,SPGPUCVU-------,pass
S*GPUCD---,SPGPUCD--------,10,130100,00,00,Fires : Air Defense : Unknown,Unspecified,Unspecified,SPGPUCD--------,pass
S*GPUCDC--,SPGPUCDC-------,98,100000,00,00,,,,,Retired
S*GPUCDS--,SPGPUCDS-------,10,130100,00,43,Fires : Air Defense : Unknown,Unspecified,Capability : Short Range,SPGPUCDS-------,pass
S*GPUCDT--,SPGPUCDT-------,10,130100,67,00,Fires : Air Defense : Unknown,Capability : Target Acquisition,Unspecified,SPGPUCDT-------,pass
S*GPUCDG--,SPGPUCDG-------,10,130101,00,00,Fires : Air Defense : Main Gun System : Unknown,Unspecified,Unspecified,SPGPUCDG-------,pass
S*GPUCDM--,SPGPUCDM-------,10,130102,00,00,Fires : Air Defense : Missile : Unknown,Unspecified,Unspecified,SPGPUCDM-------,pass
S*GPUCDH--,SPGPUCDH-------,10,130102,28,00,Fires : Air Defense : Missile : Unknown,Capability : Ground Station Module,Unspecified,SPGPUCDH-------,pass
S*GPUCDML-,SPGPUCDML------,10,130102,00,19,Fires : Air Defense : Missile : Unknown,Unspecified,Capability : Light,SPGPUCDML------,pass
S*GPUCDMM-,SPGPUCDMM------,10,130102,00,24,Fires : Air Defense : Missile : Unknown,Unspecified,Capability : Medium,SPGPUCDMM------,pass
S*GPUCDMH-,SPGPUCDMH------,10,130102,00,15,Fires : Air Defense : Missile : Unknown,Unspecified,Capability : Heavy,SPGPUCDMH------,pass
S*GPUCDO--,SPGPUCDO-------,10,130198,34,00,Fires : Air Defense : Theater/Echelons Above Corps Support,Capability : Missile,Unspecified,SPGPUCDO-------,pass
S*GPUCFTA-,SPGPUCFTA------,10,130200,00,00,Fires : Air/Land Naval Gunfire Liaison : Unknown,Unspecified,Unspecified,SPGPUCFTA------,pass
S*GPUCF---,SPGPUCF--------,10,130300,00,00,Fires : Field Artillery,Unspecified,Unspecified,SPGPUCF--------,pass
S*GPUCFH--,SPGPUCFH-------,98,100000,00,00,,,,,Retired
S*GPUCFHA-,SPGPUCFHA------,10,130300,00,01,Fires : Field Artillery,Unspecified,Mobility : Airborne,SPGPUCFHA------,pass
S*GPUCFHS-,SPGPUCFHS------,10,130300,01,00,Fires : Field Artillery,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCFHS------,pass
S*GPUCFHC-,SPGPUCFHC------,10,130300,00,02,Fires : Field Artillery,Unspecified,Mobility : Arctic,SPGPUCFHC------,pass
S*GPUCFHO-,SPGPUCFHO------,10,130300,00,27,Fires : Field Artillery,Unspecified,Capability : Mountain,SPGPUCFHO------,pass
S*GPUCFHL-,SPGPUCFHL------,10,130300,00,19,Fires : Field Artillery,Unspecified,Capability : Light,SPGPUCFHL------,pass
S*GPUCFHM-,SPGPUCFHM------,10,130300,00,24,Fires : Field Artillery,Unspecified,Capability : Medium,SPGPUCFHM------,pass
S*GPUCFHH-,SPGPUCFHH------,10,130300,00,15,Fires : Field Artillery,Unspecified,Capability : Heavy,SPGPUCFHH------,pass
S*GPUCFRM-,SPGPUCFRM------,10,130300,41,00,Fires : Field Artillery,Capability : Multiple Rocket Launcher,Unspecified,SPGPUCFRM------,pass
S*GPUCFTR-,SPGPUCFTR------,10,130300,50,00,Fires : Field Artillery,Capability : Radar,Unspecified,SPGPUCFTR------,pass
S*GPUCFRS-,SPGPUCFRS------,10,130300,59,00,Fires : Field Artillery,Capability : Single Rocket Launcher,Unspecified,SPGPUCFRS------,pass
S*GPUCFRSR,SPGPUCFRSR-----,10,130300,59,51,Fires : Field Artillery,Capability : Single Rocket Launcher,Mobility : Wheeled,SPGPUCFRSR-----,pass
S*GPUCFRST,SPGPUCFRST-----,10,130300,59,47,Fires : Field Artillery,Capability : Single Rocket Launcher,Mobility : Towed,SPGPUCFRST-----,pass
S*GPUCFTS-,SPGPUCFTS------,10,130300,62,00,Fires : Field Artillery,Capability : Sound Ranging,Unspecified,SPGPUCFTS------,pass
S*GPUCFT--,SPGPUCFT-------,10,130300,67,00,Fires : Field Artillery,Capability : Target Acquisition,Unspecified,SPGPUCFT-------,pass
S*GPUCFTF-,SPGPUCFTF------,10,130300,67,30,Fires : Field Artillery,Capability : Target Acquisition,Capability : Optical (Flash),SPGPUCFTF------,pass
S*GPUCFHE-,SPGPUCFHE------,10,130301,00,00,Fires : Field Artillery : Self-propelled,Unspecified,Unspecified,SPGPUCFHE------,pass
S*GPUCFRSS,SPGPUCFRSS-----,10,130301,59,00,Fires : Field Artillery : Self-propelled,Capability : Single Rocket Launcher,Unspecified,SPGPUCFRSS-----,pass
S*GPUCFRMS,SPGPUCFRMS-----,10,130301,41,00,Fires : Field Artillery : Self-propelled,Capability : Multiple Rocket Launcher,Unspecified,SPGPUCFRMS-----,pass
S*GPUCFTCM,SPGPUCFTCM-----,10,130302,00,00,Fires : Field Artillery : Target Acquisition : Unknown,Unspecified,Unspecified,SPGPUCFTCM-----,pass
S*GPUCFTC-,SPGPUCFTC------,10,130400,00,00,Fires : Field Artillery Observer,Unspecified,Unspecified,SPGPUCFTC------,pass
S*GPUCFTCD,SPGPUCFTCD-----,10,130400,00,00,Fires : Field Artillery Observer,Unspecified,Unspecified,SPGPUCFTC------,pass (multiple)
S*GPUCFO--,SPGPUCFO-------,10,130600,00,00,Fires : Meteorological,Unspecified,Unspecified,SPGPUCFO-------,pass
S*GPUCFOS-,SPGPUCFOS------,10,130600,01,00,Fires : Meteorological,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCFOS------,pass
S*GPUCFOA-,SPGPUCFOA------,10,130600,00,01,Fires : Meteorological,Unspecified,Mobility : Airborne,SPGPUCFOA------,pass
S*GPUCFOL-,SPGPUCFOL------,10,130600,00,19,Fires : Meteorological,Unspecified,Capability : Light,SPGPUCFOL------,pass
S*GPUCFOO-,SPGPUCFOO------,10,130600,00,27,Fires : Meteorological,Unspecified,Capability : Mountain,SPGPUCFOO------,pass
S*GPUCM---,SPGPUCM--------,10,130700,00,00,Fires : Missile,Unspecified,Unspecified,SPGPUCM--------,pass
S*GPUCMS--,SPGPUCMS-------,10,130700,00,44,Fires : Missile,Unspecified,Capability : Strategic,SPGPUCMS-------,pass
S*GPUCMT--,SPGPUCMT-------,10,130700,00,46,Fires : Missile,Unspecified,Capability : Tactical,SPGPUCMT-------,pass
S*GPUCFM--,SPGPUCFM-------,10,130800,00,00,Fires : Mortar,Unspecified,Unspecified,SPGPUCFM-------,pass
S*GPUCFMTC,SPGPUCFMTC-----,10,130800,00,02,Fires : Mortar,Unspecified,Mobility : Arctic,SPGPUCFMTC-----,pass
S*GPUCFMS-,SPGPUCFMS------,10,130801,00,00,Fires : Mortar : Armored/Mechanized/Tracked,Unspecified,Unspecified,SPGPUCFMS------,pass
S*GPUCFMW-,SPGPUCFMW------,10,130802,00,00,Fires : Mortar : Self-Propelled Wheeled,Unspecified,Unspecified,SPGPUCFMW------,pass
S*GPUCFMT-,SPGPUCFMT------,10,130803,00,00,Fires : Mortar : Towed,Unspecified,Unspecified,SPGPUCFMT------,pass
S*GPUCFMTS,SPGPUCFMTS-----,10,130803,01,00,Fires : Mortar : Towed,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCFMTS-----,pass
S*GPUCFMTA,SPGPUCFMTA-----,10,130803,00,01,Fires : Mortar : Towed,Unspecified,Mobility : Airborne,SPGPUCFMTA-----,pass
S*GPUCFMTO,SPGPUCFMTO-----,10,130803,00,27,Fires : Mortar : Towed,Unspecified,Capability : Mountain,SPGPUCFMTO-----,pass
S*GPUCFS--,SPGPUCFS-------,10,130900,00,00,Fires : Survey,Unspecified,Unspecified,SPGPUCFS-------,pass
S*GPUCFSS-,SPGPUCFSS------,10,130900,01,00,Fires : Survey,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCFSS------,pass
S*GPUCFSA-,SPGPUCFSA------,10,130900,00,01,Fires : Survey,Unspecified,Mobility : Airborne,SPGPUCFSA------,pass
S*GPUCFSL-,SPGPUCFSL------,10,130900,00,19,Fires : Survey,Unspecified,Capability : Light,SPGPUCFSL------,pass
S*GPUCFSO-,SPGPUCFSO------,10,130900,00,27,Fires : Survey,Unspecified,Capability : Mountain,SPGPUCFSO------,pass
S*GPUUA---,SPGPUUA--------,10,140100,00,00,Protection : CBRN Defense,Unspecified,Unspecified,SPGPUUA--------,pass
S*GPUUAC--,SPGPUUAC-------,10,140100,07,00,Protection : CBRN Defense,Capability : Chemical,Unspecified,SPGPUUAC-------,pass
S*GPUUACS-,SPGPUUACS------,10,140100,60,00,Protection : CBRN Defense,Capability : Smoke,Unspecified,SPGPUUACS------,pass
S*GPUUAN--,SPGPUUAN-------,10,140100,48,00,Protection : CBRN Defense,Capability : Nuclear,Unspecified,SPGPUUAN-------,pass
S*GPUUAB--,SPGPUUAB-------,10,140100,04,00,Protection : CBRN Defense,Capability : Biological,Unspecified,SPGPUUAB-------,pass
S*GPUUAD--,SPGPUUAD-------,10,140100,15,00,Protection : CBRN Defense,Capability : Decontamination 1,Unspecified,SPGPUUAD-------,pass
S*GPUUACC-,SPGPUUACC------,10,140100,60,09,Protection : CBRN Defense,Capability : Smoke,Capability : Decontamination 2,SPGPUUACC------,pass
S*GPUUACSA,SPGPUUACSA-----,10,140101,60,00,Protection : CBRN Defense : Mechanized,Capability : Smoke,Unspecified,SPGPUUACSA-----,pass
S*GPUUACCK,SPGPUUACCK-----,10,140101,60,09,Protection : CBRN Defense : Mechanized,Capability : Smoke,Capability : Decontamination 2,SPGPUUACCK-----,pass
S*GPUUACSM,SPGPUUACSM-----,10,140102,60,00,Protection : CBRN Defense : Motorized : Unknown,Capability : Smoke,Unspecified,SPGPUUACSM-----,pass
S*GPUUACCM,SPGPUUACCM-----,10,140102,60,09,Protection : CBRN Defense : Motorized : Unknown,Capability : Smoke,Capability : Decontamination 2,SPGPUUACCM-----,pass
S*GPUUACR-,SPGPUUACR------,10,140103,07,00,Protection : CBRN Defense : Reconnaissance : Unknown,Capability : Chemical,Unspecified,SPGPUUACR------,pass
S*GPUUACRS,SPGPUUACRS-----,98,100000,00,00,,,,,Retired
S*GPUUACRW,SPGPUUACRW-----,10,140104,00,51,Protection : CBRN Defense : Reconnaissance Armored : Unknown,Unspecified,Mobility : Wheeled,SPGPUUACRW-----,pass
S*GPUUABR-,SPGPUUABR------,10,140105,04,00,Protection : CBRN Defense : Reconnaissance Equipped : Unknown,Capability : Biological,Unspecified,SPGPUUABR------,pass
S*GPUU----,SPGPUU---------,10,140200,00,00,Protection : Combat Support (Maneuver Enhancement),Unspecified,Unspecified,SPGPUU---------,pass
S*GPUULD--,SPGPUULD-------,10,140300,00,00,Protection : Criminal Investigation Division,Unspecified,Unspecified,SPGPUULD-------,pass
S*GPUCE---,SPGPUCE--------,10,140700,00,00,Protection : Engineer,Unspecified,Unspecified,SPGPUCE--------,pass
S*GPUCECS-,SPGPUCECS------,10,140700,01,00,Protection : Engineer,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUCECS------,pass
S*GPUCECA-,SPGPUCECA------,10,140700,00,01,Protection : Engineer,Unspecified,Mobility : Airborne,SPGPUCECA------,pass
S*GPUCECC-,SPGPUCECC------,10,140700,00,02,Protection : Engineer,Unspecified,Mobility : Arctic,SPGPUCECC------,pass
S*GPUCEC--,SPGPUCEC-------,10,140700,09,00,Protection : Engineer,Capability : Combat,Unspecified,SPGPUCEC-------,pass
S*GPUCECL-,SPGPUCECL------,10,140700,09,19,Protection : Engineer,Capability : Combat,Capability : Light,SPGPUCECL------,pass
S*GPUCECM-,SPGPUCECM------,10,140700,09,24,Protection : Engineer,Capability : Combat,Capability : Medium,SPGPUCECM------,pass
S*GPUCECH-,SPGPUCECH------,10,140700,09,15,Protection : Engineer,Capability : Combat,Capability : Heavy,SPGPUCECH------,pass
S*GPUCECO-,SPGPUCECO------,10,140700,09,27,Protection : Engineer,Capability : Combat,Capability : Mountain,SPGPUCECO------,pass
S*GPUCEN--,SPGPUCEN-------,10,140700,12,00,Protection : Engineer,Capability : Construction,Unspecified,SPGPUCEN-------,pass
S*GPUCENN-,SPGPUCENN------,10,140700,46,00,Protection : Engineer,Capability : Naval,Unspecified,SPGPUCENN------,pass
S*GPUCECT-,SPGPUCECT------,10,140701,00,00,Protection : Engineer : Mechanized,Unspecified,Unspecified,SPGPUCECT------,pass
S*GPUCECW-,SPGPUCECW------,10,140702,00,00,Protection : Engineer : Motorized : Unknown,Unspecified,Unspecified,SPGPUCECW------,pass
S*GPUCECR-,SPGPUCECR------,10,140703,00,00,Protection : Engineer : Reconnaissance : Unknown,Unspecified,Unspecified,SPGPUCECR------,pass
S*GPUUE---,SPGPUUE--------,10,140800,00,00,Protection : Explosive Ordnance Disposal (EOD),Unspecified,Unspecified,SPGPUUE--------,pass
E*OPCA----,EPOPCA---------,10,141000,00,00,Protection : Fire Fighting/Fire Protection,Unspecified,Unspecified,EPOPCA---------,pass
S*GPUULM--,SPGPUULM-------,10,141200,00,00,Protection : Military Police,Unspecified,Unspecified,SPGPUULM-------,pass
S*GPUCS---,SPGPUCS--------,10,141700,00,00,Protection : Security,Unspecified,Unspecified,SPGPUCS--------,pass
S*GPUCSG--,SPGPUCSG-------,10,141700,00,00,Protection : Security,Unspecified,Unspecified,SPGPUCS--------,pass (multiple)
S*GPUCSW--,SPGPUCSW-------,10,141700,00,40,Protection : Security,Unspecified,Mobility : Riverine,SPGPUCSW-------,pass
S*GPUCSGD-,SPGPUCSGD------,98,100000,00,00,,,,,Retired
S*GPUCSR--,SPGPUCSR-------,10,141700,00,36,Protection : Security,Unspecified,Mobility : Railroad,SPGPUCSR-------,pass
S*GPUCSGA-,SPGPUCSGA------,10,141701,00,00,Protection : Security : Mechanized,Unspecified,Unspecified,SPGPUCSGA------,pass
S*GPUCSM--,SPGPUCSM-------,10,141701,00,51,Protection : Security : Mechanized,Unspecified,Mobility : Wheeled,SPGPUCSM-------,pass
S*GPUCSGM-,SPGPUCSGM------,10,141702,00,00,Protection : Security : Motorized : Unknown,Unspecified,Unspecified,SPGPUCSGM------,pass
S*GPUUL---,SPGPUUL--------,98,100000,00,00,,,,,Retired
S*GPUULF--,SPGPUULF-------,10,141900,00,00,Protection : Security Police (Air),Unspecified,Unspecified,SPGPUULF-------,pass
S*GPUULS--,SPGPUULS-------,10,142000,00,00,Protection : Shore Patrol,Unspecified,Unspecified,SPGPUULS-------,pass
S*GPUUMC--,SPGPUUMC-------,10,150200,00,00,Intelligence : Counterintelligence,Unspecified,Unspecified,SPGPUUMC-------,pass
S*GPUUSX--,SPGPUUSX-------,10,150400,00,00,Intelligence : Electronic Ranging,Unspecified,Unspecified,SPGPUUSX-------,pass
S*GPUUI---,SPGPUUI--------,98,100000,00,00,,,,,Retired
S*GPUUMSE-,SPGPUUMSE------,10,150500,00,00,Intelligence : Electronic Warfare,Unspecified,Unspecified,SPGPUUMSE------,pass
S*GPUUMSEA,SPGPUUMSEA-----,98,100000,00,00,,,,,Retired
S*GPUUMSEC,SPGPUUMSEC-----,10,150597,00,00,Intelligence : Electronic Warfare : Corps Support,Unspecified,Unspecified,SPGPUUMSEC-----,pass
S*GPUUMSET,SPGPUUMSET-----,10,150598,00,00,Intelligence : Electronic Warfare : Theater/Echelons Above Corps Support,Unspecified,Unspecified,SPGPUUMSET-----,pass
S*GPUUMSED,SPGPUUMSED-----,10,150502,00,00,Intelligence : Electronic Warfare : Direction Finding,Unspecified,Unspecified,SPGPUUMSED-----,pass
S*GPUUMSEI,SPGPUUMSEI-----,10,150503,00,00,Intelligence : Electronic Warfare : Intercept,Unspecified,Unspecified,SPGPUUMSEI-----,pass
S*GPUUMSEJ,SPGPUUMSEJ-----,10,150504,00,00,Intelligence : Electronic Warfare : Jamming : Unknown,Unspecified,Unspecified,SPGPUUMSEJ-----,pass
S*GPUUMQ--,SPGPUUMQ-------,10,150700,00,00,Intelligence : Interrogation,Unspecified,Unspecified,SPGPUUMQ-------,pass
S*GPUUMJ--,SPGPUUMJ-------,10,150900,00,00,Intelligence : Joint Intelligence Center,Unspecified,Unspecified,SPGPUUMJ-------,pass
S*GPUUM---,SPGPUUM--------,10,151000,00,00,Intelligence : Military Intelligence,Unspecified,Unspecified,SPGPUUM--------,pass
S*GPUUMR--,SPGPUUMR-------,10,151000,00,00,Intelligence : Military Intelligence,Unspecified,Unspecified,SPGPUUM--------,pass (multiple)
S*GPUUMA--,SPGPUUMA-------,10,151000,01,00,Intelligence : Military Intelligence,Mobility : Air Mobile/Air Assault (US Only),Unspecified,SPGPUUMA-------,pass
S*GPUUMO--,SPGPUUMO-------,10,151000,49,00,Intelligence : Military Intelligence,Capability : Operations,Unspecified,SPGPUUMO-------,pass
